소속사,그룹,연예인 이름,사건 날짜,사건 내용
YG,빅뱅,승리,2016-01-05,"2016년 1월 5일 기사가 올라온 기사에 의하면 승리가 12월 29일에 여가수 신씨 를 검찰에 고소했다고 한다. 그 이유인 즉슨 15년 6월에 여가수 신은성으로부터 자신이 추진하는 부동산 개발 사업에 투자하면 수십억원을 벌게 해주겠다는 제의를 받고 승리가 20억 원을 투자했고, 그 두 달 뒤 부동산 투자 법인의 출자금이 필요하다는 말에 5,000만 원을 추가로 건넸다고 한다. 하지만 자금을 건네고 1년이 넘도록 법인조차 만들어지지 않아, 신은성을 사기 혐의로 고소했는 내용. 서울동부지검은 승리가 수십억 원대 사기를 당했다는 고소가 접수돼 수사 중이라고 밝혔다. 관련 기사 , YG 공식 입장 . 그러다가 며칠 후, 가수 신은성에게 연락이 닿아 고소를 취하하고 좋게 좋게 끝났다고 한다. 일각에서는 승리는 처음부터 사기를 당할 것을 알고 있었다는 주장도 있다. 승리의 아버지가 부동산 사업을 하시고, 승리 스스로도 재테크에 관심이 많다고 예전부터 쭉 말해왔기 때문. 따라서 손해볼 것을 알면서도 그냥 친한 누나를 돕고자 하는 마음으로 투자를 했으나 설마 이렇게까지 사기를 당할 줄은 몰랐던 것 같다는 의견이 빅뱅 팬들 내에서는 강한 듯하다. 하지만 1년 뒤 신은성 측이 승리 측을 상대로 부당이득반환소송을 제기했다 는 보도가 나왔다. 기사에 따르면 신은성 측 C사 관계자는 자신들이 연락두절이 된 게 아니라 ""오히려 2016년 1월부터 현재까지 건축시행 등을 위해 J사 측에 수차례 연락을 취하고 회사 앞에서 1인 시위를 해도 묵묵부답이었다""면서 ""이는 그동안 토지시세의 상승으로 인한 매매 차액 및 개발에 따른 가치상승 부분까지도 단독으로 차지하려는 의도로밖에 보이지 않는다""고 주장하는 상황인 듯. 하지만 후술하겠지만 정작 3년 후 그는 이보다 더 한 사태에 휘말리고 만다. 더군다나 3년 후 사태는 승리 본인이 핵심이자 가해자 고, 사태의 스케일도 더 크다."
YG,빅뱅,승리,2017-02-19,"2017년 2월 19일 사업을 위해 베트남 하노이 에 방문했는데 클럽 에서 환각을 일으키는 일명 ‘해피벌룬’( 아산화질소 )을 흡입하는 듯한 모습이 담긴 사진이 발견되어 논란을 일으켰다. 이에 대해 소속사 YG엔터테인먼트 는 승리에게 직접 확인한 결과 해당 사진은 교묘하게 찍힌 것으로 승리는 해피벌룬을 한 적이 없다고 했다""며, ""베트남 현지 보도는 명백한 오보이고 본인은 해당 사진에 대해 매우 억울해하고 있으며, 매우 개방적인 장소인 클럽에서 자신이 해피벌룬을 흡입했다는 것이 말이 되지 않는다고 항변하고 있다""고 밝혔다. 일단 경찰에서 실시한 마약 검사에서는 최초 음성 판정 이 나왔지만, 버닝썬 직원들이 마약 반응을 감추기 위해 수액을 맞거나 사우나에 갔었다는 제보 가 나오면서 아직 마약 흡입 사실이 없다고 단정할 수는 없다. 또한 아산화질소의 경우 하루면 배출이 되어 검출이 어려운 물질이다."
YG,빅뱅,승리,2019-08-08,"2019년 8월 8일에는 양현석과 함께 라스베이거스 MGM호텔 VIP룸에서 도박을 했고, 주로 바카라를 플레이했으며 총 판돈으로 20억 원을 사용해 13억 원을 잃었다는 내용이 보도 됐다. 해당 VIP룸은 한화 15억 원을 예치해야 회원 자격을 얻는 곳으로, 경찰이 양현석과 승리의 출입 기록을 확보하고 조사 중인 것으로 알려졌다."
YG,빅뱅,승리,2019-03-02,"2019년 3월 2일 인스타그램을 통해 글을 남겼는데, ""선배로서 한 마디 해주겠다며 스탭분들 다 보는 앞에서 '나랑 동갑 아닌가? 이만큼 해도 안되는 거면 기술이라도 배우는 게 낫지 않겠냐. 돈 벌어서 효도해야지'라고 조언이랍시고 비수를 꽂고 가시더니 이제 온 국민 앞에서 몇 배로 돌아가네요""라 전했다. 이어 ""효도는 늘 잘하고 있어요. 돈으로 효도하는 거 아니더라고요. 사람은 역시 겸손해야 된다는 걸 배우게는 해주셔서 감사하네요"" 라고 덧붙였다. 비에이 영균, '성접대 의혹' 승리 저격? ""비수 꽂더니 몇배로 돌아가…"" 결국 논란이 지속되자 팬들도 갈라지는 현상이 벌어지고 말았다."
YG,빅뱅,승리,2019-03-09,"2019년 3월 9일 빅뱅 갤러리에서는 끊임없는 논란으로 인한 이미지 실추로 다른 멤버들에게도 피해니 승리 를 퇴출하라는 성명문을 발표했고, 퇴출은 다른 멤버들에게 피해라며 이에 반발하는 목소리도 있다. 빅뱅 팬들 ""승리 퇴출"" vs ""타 멤버에도 피해"" 갈등 그나마도 다른 멤버들을 걱정하여 저런 반응을 보이는 거고, 당연하겠지만 승리를 옹호하는 목소리는 찾기 힘들다. 팬 외의 대중으로 눈을 돌리면 저기서 더 나아가 아예 그룹을 해체하라 는 냉소적인 반응부터, 차라리 대형 사건에 연루되지 않은 태양 만 남거나 빠져나오는 게 나을 것 이라는 이야기까지 나돈다."
YG,빅뱅,승리,2023-10-04,"2023년 10월 4일, 승리의 양다리 설 기사가 떴다. 승리가 두 여성과 시간차로 '양다리' 발리 여행을 갔다는 것이였다. 지난 9월 1일 친구들 사이에서 공식적인 연인 관계를 선언했던 A와 9월 21일부터 25일까지 5박 6일 일정의 발리 여행을 갔다. 그리고 A와의 여행이 끝난 9월 25일부터 28일까지 또 다른 여성 B와 발리 여행을 다시 갔다고. # 출소 후에도 변하지 않은 승리? 이번엔 두 여성과 시간차 '양다리' 발리 여행설 출소 후 해외여행을 다니고 있는 것과 전자발찌를 착용하지 않은 것도 논란이 되고 있다. 참고로 승리는 전자장치 부착 명령을 받지 않았다. 당연히 전자발찌 왜 안 채우냐는 반응도 있다."
YG,빅뱅,승리,2024-01-22,"2024년 1월 22일 캄보디아 행사를 진행하던 중, 참석자들을 향해 손가락 욕설을 한 후 지드래곤 을 불러 오겠다는 발언을 하여 논란이 되었다. 중앙일보 , 조선일보 , JTBC 사건반장"
YG,빅뱅,탑,2008-11-05,"2008년 11월 5일, 항우울제를 다량 복용하고 병원에 실려간 사건이다. # 당시 소속사와 본인은 자살 시도임을 부정했으나, 2017년에 대마초 흡연 논란으로 인한 자살 시도를 이때와 똑같은 방법으로 하였다."
YG,빅뱅,탑,2017-08-28,"2017년 8월 28일 자로 육군 에서 보충역 판정을 내림에 따라 탑은 의경에서 강제 전역 됐으며, 나머지 기간 동안 사회복무요원 으로 복무할 것으로 전망되었다. 관련 기사 ' 빅뱅 탑, 1월 용산구청 배치...사회복무 시작 ' 기사에 따르면 병무청이 서울 용산구청 관계자에게 탑이 2018년 1월 중 사회복무요원 으로 배치될 것이라며 조만간 정식 공문 을 보낼 예정이라는 내용을 전달한 것으로 확인됐고, 용산구청 산하의 공예관으로 배치됐다. 사회복무요원으로 군 복무를 재개하면서 특혜 논란을 야기했다. 첫 출근부터 지각은 물론 구청장과의 개인 면담을 해 여론의 비난을 떠안았다. 디스패치의 보도에 의하면 다른 동료에 비해 3배 이상 많은 병가를 사용했으며 특히 휴일 앞뒤로 자주 아팠다고 한다. # 사회복무요원으로 복무하면서 빅뱅은 신곡 꽃 길 음원을 발매 했는데, 이로 인해 탑이 겸직 금지 규정을 위반했다는 논란이 있었으나 병무청 이 '문제 없다'는 결론을 내린 것으로 알려졌다."
YG,빅뱅,탑,2018-11-05,2018년 11월 5일 수경 만기 전역으로 군 복무를 마무리하게 된다. 강제 전역 당시에는 일경 계급으로 괜히 대마에 손댔다가 2년 5개월이나 군 복무를 한 셈이 되었다. 3. 논란
YG,빅뱅,탑,2016-03-14,"2016년 3월 14일, 탑이 차 밖으로 담배 꽁초를 버리는 영상이 찍혀 논란이 되었다. 기사 ."
YG,빅뱅,탑,2023-06-02,"2023년 6월 2일, 디스패치를 통해 탈퇴 소식이 전해졌으나, 손편지나 SNS를 통한 직접적인 입장 표명이 없어 팬들에게 실망을 안겼다. 이후 네이버 프로필에서 데뷔 년도를 2010년에 발매된 본인의 솔로 앨범인 Turn It Up 으로 수정하고 프로필 음악과 수상 경력에서도 빅뱅의 흔적을 삭제하였으며 이외에도 '빅뱅'이라는 수식어가 붙은 자신의 기사 에 x 표시해 인스타그램에 게시하며 빅뱅을 부정하는 듯한 모습을 보였다."
YG,빅뱅,탑,2024-08-19,"2024년 8월 19일, 자신의 인스타그램을 태그한 팬 계정과 BIGBANG 멤버들을 차단하는 일이 벌어졌다. 특히 이 시기가 빅뱅의 데뷔 18주년과 겹쳐, 그가 빅뱅의 일원이었음을 부정하는 듯한 행보로 더욱 논란이 되었다."
YG,빅뱅,탑,2025-01-16,"2025년 1월 16일에 공개된 인터뷰에서 그 이유를 털어놓았는데, 빅뱅을 탈퇴한 것은 대마초 사건 때문에 멤버들에게 죄책감을 느껴서이고, SNS에서 그를 빅뱅 그룹 사진에 태그한 팬들의 계정을 일일이 찾아다니면서 차단했던 데 대해서는 ""헤어진 가족사진을 보는 것이 괴로워서 그랬다.""라고 말했다. 그는 ""빅뱅을 제 인생에서 지우고 싶은 것은 전혀 아니다.""라며 ""빅뱅 멤버들은 찬란하고 아름다운 20대를 함께 한 가족 같은 존재들이기 때문에 함께 했던 사진을 보는 심정은 당사자가 아니면 모를 만큼 괴롭다.""라고 운을 뗐다. 그러면서 ""지금까지도, 앞으로도 빅뱅 멤버들에게는 미안한 마음밖에 없다.""라고 덧붙였다. #"
YG,빅뱅,지드래곤,2011-10-05,"2011년 10월 5일, 지드래곤이 대마초 흡연으로 조사를 받았다는 기사가 올라와 팬들과 대중에게 충격을 주었다. 검찰 발표에 따르면 3개월 전 누군가의 첩보에 따라 검찰이 지드래곤을 조사하였고, 모발에서 대마초 양성반응이 검출되었다. 그러자 지드래곤은 5월에 대마를 흡입하였다는 사실을 시인, 검찰에서 소변 검사와 모발 검사를 한 결과 소변 검사는 음성, 모발에서는 극미량의 양성 반응만 나온 것으로 판정됐다. 지드래곤은 검찰 조사에서, 지난 5월 중순 공연을 위해 일본을 방문했을 때 참석한 일본 연예계 관계자들과의 파티에서, 술에 취해있을 때 어떤 일본인이 준 궐련형 담배 형태의 대마초를 담배로 착각하여 흡입했고 직후 이상함을 느끼고 버렸다고 진술했다. 검찰은 지드래곤이 기소유예 판정을 받은 것에 대해 구입기록이 전혀 없으며 고의적으로 대마초를 흡연한 것이 아니라는 사실과 상습이 아닌 초범이고, 양형 처리 기준에 미달하는 극소량 만 검출되어 어린 나이의 대학생인 점과 진심으로 반성하고 있는 점을 고려해 불기소 ( 기소유예 ) 처분 을 내렸다고 밝히며 ""지드래곤이 초범이고 흡연 횟수가 1회에 불과한 경우 통상적으로 기소유예 처분이 내려진다""고 전했다. 지드래곤은 당시 만취 상태였고 대마와 담배를 구분 못할 정도였다고 한다. 빅뱅 GD가 밝히는 대마초 사건의 전말 힐링캠프 | SBS ENTER 이후 지드래곤은 SBS < 힐링캠프 >에 직접 출연, 해당 사건에 대해 일본 콘서트가 성황리에 끝나고 뒤풀이 자리에서 모르는 사람이 한 번 피워보라고 준 물건을 담배라고 착각하고 한 번 흡입했는데 이상해서 바로 버렸다고 한다. 근데 그게 알고 보니 대마초였으며 당시 장소가 어두웠고, 형태마저 본인이 피우는 담배와 비슷했기에 일어난 착오였다고 해명했다. 이후 연예인 관련 대마초 사건이 터졌을 때 G-DRAGON도 다른 연예인들과 함께 불시 검사를 받았으나 모두 음성 반응이 나왔으며 이후 10년간 관련 사건 없이 음악 활동을 해왔다. 이에 대해 네티즌들이 의문을 제기했다. 대마초를 한 번 흡입하고 버렸는데 어떻게 대마초가 검출이 됐는가에 대한 의문이 많았다. 사실 마약 검출 여부는 체질에 따라 다르다고 하며 극소량이라도 검출될 수 있다고 한다. 국과수의 마약 수사 과정을 취재한 기사 를 보면 사람의 체질에 따라 변수가 있다 , 다른 기사 에서는 체질에 따라 달라서 확답을 내리기 어렵다는 답변이 나왔다고 한다."
YG,빅뱅,지드래곤,2011-10-10,"2011년 10월 10일에 방송된 MBC '기분 좋은 날'에 언급된 국과수 직원의 발언에 따르면, '한 번을 흡입해서도 검출되는 사례가 있다'고 한다. 모발에 대마 성분이 잔류하는 기간이 모두 똑같이 정해진 것이 아니라는 것. 즉, 어떤 사람은 실제로 대마를 피우고도 모발 검사에 안 걸리고 무사히 빠져나갈 수 있지만, 그렇다고 '딱 한 번만 피우고 두어 달이 지났으니 나는 안 걸리겠지'라고 안심할 수도 없다는 것. 2. 논란"
YG,빅뱅,지드래곤,2012-09-15,2012년 9월 15일 발매한 EP One Of A Kind부터는 작곡 능력의 비판은 받지 않고 있다. G-DRAGON은 작곡가라기보다는 프로듀서에 가까운 것이 사실이다.
YG,빅뱅,지드래곤,2014-11-21,2014년 11월 21일에 발매한 GOOD BOY 에 G-DRAGON이 단독 편곡자로 이름을 올림으로서 비트메이킹 능력 또한 입증되었다.
YG,빅뱅,대성,2007-07-29,"2007년 7월 29일, 전주에서 진행한 Want You Tour 콘서트 중 T.O.P 과 대성이 약 3m 높이의 무대에서 떨어지는 사고가 일어났다. 대성은 팔꿈치와 옆구리에 경증의 찰과상을 입었고, T.O.P은 오른쪽 다리 인대에 부상을 입었다. 이 문단의 내용 중 전체 또는 일부는 SBS 가요대전 웬디 추락 사건 문서의 r307 판, 5번 문단 에서 가져왔습니다."
YG,빅뱅,대성,2009-08-11,"2009년 8월 11일 오후 4시 경, 패밀리가 떴다 촬영 이후 서울특별시로 가던 중 평택시 부근에서 빗길로 인한 교통사고를 당했다. 이 사고로 인해 대성은 코뼈, 척추, 왼쪽 눈뼈 등을 다치는 중상을 입어서 2달 가까이 치료를 받아야 했으며, 동승했던 코디네이터 또한 다리 중상으로 수술을 해야 했다. 이로 인해 대성은 패밀리가 떴다에서 임시로 하차했고, 그 자리에는 승리가 대신 참여했다."
YG,빅뱅,대성,2020-01-03,"2020년 1월 3일 경찰이 불법 업소 업주와 종업원 등 56인을 기소 의견으로 넘겼다. 한편, 대성은 경찰 조사에서 불기소 의견으로 검찰에 넘기며 무혐의 처분 받았다. #"
YG,블랙핑크,제니,2021-04-14,"2021년 4월 14일, 자신의 인스타그램 에 경기도 파주시에 위치한 한 수목원 에서 찍은 사진들을 게시했다. 문제는 제니 포함 7명이 모여서 아이스크림을 손에 들고 있는 사진이 코로나19 방역 수칙인 5인 이상 사적 모임 금지 수칙을 위반한 것이 아니냐는 의혹이 제기되었고 한 국내야구 갤러리 의 안티팬이 국민신문고를 통해 파주시에 민원을 넣었다 . 해당 수목원은 공식 블로그 통해 제니가 스케줄 때문에 수목원을 방문했다고 해명했고, 소속사 YG측에서도 영상 콘텐츠 촬영 때문에 방문하였다고 해명했다. 이후 민원을 접수한 파주시 측에서 조사에 들어갔고, 결국 파주시는 방역수칙을 위반하지 않았다고 결론을 내렸다 . 사전에 소속사를 통해 촬영신청서를 제출 하였으므로 방역수칙 위반이 아니라는 것이 파주시의 입장이다."
YG,블랙핑크,제니,2024-07-02,"2024년 7월 2일, 유튜브 브이로그에 올라온 순간적인 전자담배 흡연 장면을 한 해외 네티즌이 X 에 게재하며 알려졌다. 제니는 이탈리아 카프리로 한 패션 브랜드의 패션쇼 참석을 위해 출국하였는데, 런웨이 직전 헤어와 메이크업을 받던 중 스쳐 지나간 흡연 장면은 현재 삭제된 상태다. 7월 9일, 해당 논란에 대해 제니의 소속사 ODD ATELIER 측은 다음과 같은 입장문을 밝혔다. # 소속사 입장문 [ 펼치기 · 접기 ] 안녕하세요. OA엔터테인먼트입니다. 지난 2일 공개된 콘텐츠 내 제니의 행동에 불편함을 느끼신 모든 분께 진심으로 사과의 말씀을 전합니다. 제니 또한 실내에서 흡연한 점, 그로 인해 다른 스태프분들에게 피해를 드린 점에 대해 반성하고 있으며 당시 현장에 있던 스태프에게도 직접 연락을 취해 사과를 드렸습니다. 실망감을 느꼈을 팬분들께도 죄송하다는 말씀드리며, 앞으로 더 성숙하고 좋은 모습으로 보답하겠습니다. 감사합니다."
YG,블랙핑크,리사,2020-06-02,"2020년 6월 2일 각 포털 사이트 연예부 메인에 리사가 데뷔 때부터 알고 지내던 전 매니저인 김 모 씨로부터 10억여 원의 사기 피해를 당한 사실이 뒤늦게 알려졌다. 전 매니저 김 모씨는 리사의 부동산을 대신 알아봐준다는 명분으로 리사에게서 10억여 원을 받았고, 그 돈을 도박에 탕진하여 많은 블랙핑크 팬들을 분노하게 만들었다. 이에 YG엔터테인먼트 는 공식입장을 올려 해당 매니저를 퇴사조치하였고, 피해 금액 중 일부는 변제했으며 갚지 못한 금액은 차차 변제하겠다는 약속을 받았다고 밝혔다. 변제 계획에 합의 후 현재는 퇴사한 상태이다. 또한 신뢰했던 전 매니저인 만큼 원만하게 해결하길 바란다는 리사의 뜻을 존중하여, 소속사는 매니저에게 법적 책임은 묻지 않겠다고 하였으며 걱정을 끼쳐드려 팬분들께 죄송하다는 입장문을 올리고 사건은 큰 문제 없이 잘 마무리되었다. 기사 소속사 입장문 [ 펼치기 · 접기 ] 내부적으로 파악한 결과 리사가 전 매니저 A씨로부터 사기 피해를 입은 사실을 확인했습니다. 신뢰했던 전 매니저였던 만큼 원만하게 해결되길 바라는 리사의 의사에 따라, A씨는 일부를 변제하고 나머지는 변제 계획에 합의 후 현재는 퇴사한 상태입니다. 아티스트를 사랑하는 팬분들의 심려를 끼쳐 드린 점 고개 숙여 사과드립니다. 당사는 아티스트와의 신뢰 관계를 악용한 A씨의 행각에 매우 당혹스러운 한편 관리·감독 책임을 통감하고 있습니다. 다시는 이같은 불미스러운 일이 없도록 재발방지책을 마련하고 있습니다."
YG,위너,송민호,2023-03-24,"2023년 3월 24일 사회복무요원 복무를 시작했다. 이후 5월 29일 여동생 송단아의 결혼식을 위해 경조사 휴가 절차를 밟고 샌프란시스코 로 잠시 출국했으며, 돌아가신 아버지를 대신해 여동생과 버진로드를 걸었다. 다만 당시 송민호의 두발이 2달 전에 기초군사훈련 을 한 사람이라고 하기에는 너무 장발 이라서 논란이 되었다. 아무리 보충역이더라도 기초군사훈련을 받으러 갈 때는 머리를 짧게 하고 입소를 하며, 아무리 사정을 봐 주더라도 2달만에 장발이 될 수 없는 상황으로 입소하게 된다. 게다가 송민호가 사회복무요원으로 복무를 시작한 첫날에 각종 기사에서 송민호가 기초군사훈련을 받으러 간다는 내용이 다수 나오기도 했다. #1 #2 #3 #4 #5"
YG,위너,이승훈,2019-06-12,"2019년 6월 12일 B.I 가 마약을 투약하고, 추가로 구매를 원했다는 내용이 언론을 통해 폭로된 후 과거 이승훈이 한서희 에게 B.I가 YG 자체 마약 검사(간이키트)에서 양성 반응을 보였다고 말했다는 내용이 추가로 알려져 논란을 일으켰다. 이 사건을 국민권익위원회에 공익신고를 한 방정현 변호사가 김현정의 뉴스쇼 에 출연해서 “보이그룹 멤버 한 명이 이 사건 자체를 은폐하려고 했던 정황이 있다”라고 말함으로써 마약 사건을 은폐하려고 시도한 게 아니냐는 논란이 일파만파 퍼젔다. 이승훈은 비아이 마약 폭로 이후, 디스패치의 '양현석이 한서희에게 협박 및 회유'에 관한 조사에서 언급되었다."
YG,위너,이승훈,2016-08-22,"2016년 8월22일이었고, 제보자가 직접 YG직원 K에게 전화를 걸어 다음날 회사에서 만났으며 제보자는 BI마약사건에 이승훈은 전혀 관련이 없었다고 직접 말하였다. 위너에서 이승훈의 별명은 '차장'이다. 기획안에 대해서 많은 아이디어를 내고 참여하고 있기 때문에 팬들이 지어준 별명이었다. 언론에서 증거로 제시한 이승훈의 명함에 차장이라고 언급되어 있지만, 소속 회사를 보면 YG가 아닌 W(Winner)라고 적혀 있다. 그런데, 이것을 제대로 알아보지 않고, 몇몇 언론사들은 이승훈을 YG 차장으로 언급하며 기사를 냈다. 이로 인해 이승훈은 여론몰이로 인식이 좋지 않은 YG의 이미지까지 합쳐져 마약을 한 당사자인 비아이보다 더 많은 비난을 받고 있다. 이에 이틀 뒤인 6월 14일 소속사는 공식적으로 의혹을 부정하였고 이승훈이 YG엔터테인먼트 의 차장이라는 근거없는 루머를 정정하는 공식 입장을 냈다. 하지만, 언론은 잘못된 보도에 대해 사과는커녕 정정보도조차도 내주지 않아 아직도 이승훈을 검색하면 마약이 연관검색어에 있어 아티스트에게 좋은 영향을 끼치지 못 할 뿐더러 잘 모르는 사람들이 보면 이승훈이 마약을 한 것으로 알 수도 있는 등 아티스트 이미지에 엄청난 타격을 주고 있다."
