소속사,그룹,연예인 이름,사건 날짜,사건 내용
HYBE,방탄소년단,정국,2020-01-23,2020년 1월 23일 검찰에서 불기소 ( 기소유예 ) 처분 이 내려졌다. 이는 수사의 공정성과 투명성을 위하여 연예인 사건으로는 최초로 검사측 단독 결정이 아닌 검찰시민위원회를 통한 국민 의견을 최종 반영하여 이루어졌다.
HYBE,방탄소년단,정국,2020-04-25,"2020년 4월 25일에 동료 남자아이돌, 일명 97팸 과 함께 이태원 주점 등을 방문했다. 기사가 공개된 후 이들은 일부 언론이나 대중으로부터 ""사회적 거리두기 기간에 밀집 구역을 방문한 것은 잘못이며, 설령 음성 판정을 받았더라도 '충분한 자가 격리'나 '외출 자제' 없이 활동을 재개하는 것은 문제""라고 비판을 받았다. 권고되는 자가격리 기간은 확진 환자 접촉 종료 후 2주이다. 검사를 한 시점부터 기산하는 것이 아닌 ""감염원 접촉이 종료되는 시점부터 기산한다."" 이번 일의 경우 감염원이 될 수 있는 이태원에서 벗어났던 4월 26일 새벽으로부터 기산한 5월 10일까지이다. 정국의 경우 이 기간 동안 비활동기라서 공식적인 스케줄은 하지 않았다. 빅히트 엔터테인먼트 등 일부 소속사들이 사생활이라는 이유로 이태원 방문 여부에 대해 확인 불가로 일관한 태도도 비판받았다. 하지만 방문일이 이태원 클럽 코로나바이러스감염증-19 집단 감염 사건 이 일어나기 며칠 전이었던 것을 이용해 안티 들이나 일부 언론들이 일을 지나치게 과장하고 있는 게 아니냐는 의견도 나왔다. 가령, 디스패치에서 ""이태원 아이돌의 실체는, 97모임""이라는 자극적인 헤드라인을 내세우고, 이들의 방문과는 관련 없는 클럽의 사진을 기사에 첨부하고, ""황금연휴(4월 24일~5월 5일)의 시작을 이태원에서 보냈다.""라는 내용으로, 이들이 이태원 클럽 코로나바이러스감염증-19 집단 감염 사건 의 클럽에 방문한 것처럼 보도한 것이다. 하지만 이들이 방문한 곳은 이태원 클럽 코로나바이러스감염증-19 집단 감염 사건 이 일어난 클럽이 아니며 , 애초에 이들이 방문했던 곳은 클럽도 아니었고 , 황금연휴 기간은 일반적으로 4월 29일~5월 1일이 시작으로 4월 25일은 이태원 클럽 코로나바이러스감염증-19 집단 감염 사건 이 일어났던 황금연휴 기간과도 무관 했다. 관련 검사 권고 대상 과 전혀 무관한 정국과 일동은 자발적 검사까지 진행했다."
HYBE,방탄소년단,정국,2020-03-22,"2020년 3월 22일 ~ 4월 19일 시행된 사회적 거리두기에는 ""불필요한 외출, 모임, 외식, 행사, 여행 등을 모두 연기 및 취소하라""는 내용이 있었다."
HYBE,방탄소년단,정국,2020-04-20,"2020년 4월 20일부터 다소 완화된 사회적 거리두기가 시행되어 ""불요불급한 모임·외출·행사는 가급적 자제를 권고""한다는 내용만 있었다. # 4월 25일 서울 확진자 수는 1명이었다. 이를 감안하면 완화된 사회적 거리두기 기간 중 권고를 어기고 모임한 것은 사실이지만 이태원 클럽 코로나바이러스감염증-19 집단 감염 사건 과 관련된 것처럼, 클럽인 것처럼 잘못 보도한 기사 로 인해 작은 잘못 임에도 한 잘못에 비해선 너무 과도한 비난을 받은 것이 아니냐는 의견이 많다."
HYBE,방탄소년단,정국,2020-05-18,2020년 5월 18일 정국의 소속사인 빅히트 엔터테인먼트 는 공식 사과를 하고 사회적 거리두기에 대한 전 사회적 노력에 충실히 동참하지 않은 점을 반성한다고 발표했다.
HYBE,방탄소년단,정국,2024-01-06,"2024년 1월 6일, 정국이 입대 후 신병 교육을 받는 동안 발생했다. 탈취범은 정국의 동의 없이 정국 명의로 3개의 증권 계좌를 무단 개설하고, 이를 이용해 주식을 무단으로 이동시키고 매도한 것으로 드러났다. 탈취범이 정국의 의사와 무관하게 이동시킨 하이브 주식은 총 3만 3500주다. 탈취범은 정국의 하이브 주식 3만 3000주(1월 5일 종가 기준 83억 1600만 원)를 정국의 새로운 증권 계좌로 이전하고, 500주(1억 2600만 원)는 제3자에게 매도해 이전했다. 이에 2024년 3월 정국은 500주를 매수해 간 제3자에 대해 주식을 반환해 달라는 민사소송을 제기했다. 2025년 2월 서울서부지방법원은 “주식에 대한 양도계약이 성립한 바 없고, 정국은 명의도용 피해를 당한 것에 불가하다”​며 “​제3자는 정국에게 해당 주식을 반환해야 한다”고 판결했다. 제3자는 선의취득(법적으로 정당한 권리를 가지고 있다고 믿고 거래한 경우 보호받는 원칙)을 주장했지만, 법원은 인정하지 않았다. 재판부는 “해당 주식이 대주주 지분이라는 이야기만 듣고, 명의자 확인 절차 없이 거래를 진행한 것에 중대한 과실이 없었다고 할 수 없다”고 지적했다. 정국의 계좌를 탈취한 범인은 아직 잡히지 않은 상황. 정국의 계좌, 신분증, 은행 비밀번호 등 금융 정보를 모두 알고 있었다는 점을 고려하면 지인이 개입했을 가능성이 제기됐다. 빅히트 뮤직 측은 ""회사와 아티스트는 해당 범죄 행위를 인지한 즉시, 계좌에 대한 지급정지조치 및 원상회복 조치 등 실질적인 피해를 방지했다. 법적인 조치와 별개로 아티스트 개인정보 및 기기 관련 정보 보안 강화 대책도 마련하여 재발방지 조치를 시행했다""고 밝혔다. #"
HYBE,엔하이픈,정원,2021-11-18,"2021년 11월 18일 오후 5시 , ENHYPEN 은 D-1 이라는 제목으로 V LIVE 를 진행하였다. 이 자리에서 19일 개최되는 두 번째 팬미팅에 관한 소식을 전했다. 그렇게 팬들과 소통을 하던 중 영상 말미에 정원의 발언이 논란을 일으켰다. 멤버들은 ""내일 오시는 분들 중에 수능 보신 분 계시려나? 몇 명은 있지 않을까? 몇 명은 있겠지.""라고 말했다. 이 이야기를 들은 정원은 ""근데 여기(팬미팅), 다음 날 오시는 거면 잘 보시지 못하시지 않았을까요?"" 라고 했다. 다른 멤버들은 ""왜?""라며 당황해했고, 성훈은 ""못 봐도 돼요, 못 봐도 여기 와서 위로받으면 되니까""라고 수습했다. 이에 정원은 ""수능이 뭐 중요한 게 아니야"" 라고 답했다. [ 펼치기 · 접기 ] 정원: 수능 지금쯤 끝났으려나? 끝났겠다, 여러분 수능 잘 보셨나요? 선우: 수고하셨어요. 정원: 수고했어요, 진짜. 성훈: 내일 오시는 분들 중에 수능 보신 분 계시려나? 제이&제이크: 몇 명은 있지 않을까? 몇 명은 있겠지. 선우: 딱 수능 끝나고 다음 날이네. 제이크: 수능 잘 보고 나서 이제 이걸(팬미팅)로. 성훈: 그래. 정원: 근데 여기(팬미팅), 다음 날 오시는 거면 잘 보시지 못하시지 않았을까요? (정적) 정원을 제외한 멤버들: 왜? 성훈: 못 봐도 돼요, 못 봐도 여기 와서 위로받으면 되니까. 정원: 수능이 뭐 중요한 게 아니야. 성훈: 맞아요. 수능 안 봤어요, 저도. 제이: 수능 끝났다고 뭐 내일이... 이건 있으니까. 니키: 인생은 아직 많이 남았어요. 당시 V LIVE 의 발언 중 일부 해당 영상이 각종 온라인 커뮤니티에 퍼지면서 일부 누리꾼들은 정원이 수능에 대해 언급한 발언이 신중하지 못했다고 지적했다. 정원 역시 본인의 결정이 있겠지만, 내년에 수능을 볼 나이이다. 댓글창에는 ""평소에 팬들을 어떻게 생각하는지 알겠다"", "" 갑분싸 그 자체"", ""'팬들이 공부했겠냐'라는 인식이 깔려있는 듯"", ""소속사에서 입 단속을 시켜야겠다"" 등의 비판이 이어졌다. 반면 일각에서는 ""실수로 잘못 표현했거나 생각 없이 스치듯 말한 것 같다. 악의는 없어 보인다"", ""'팬들이 콘서트 생각하느라 설레서 (수능을) 잘 못 보시지 않았을까' 이런 의도로 얘기한 것 같은데 표현에 오해가 있었던 듯하다"" 등의 의견도 있었다."
HYBE,엔하이픈,정원,2021-11-19,2021년 11월 19일 사과문을 게시했다. [ 펼치기 · 접기 ] 엔진 여러분 안녕하세요. 정원입니다. 오늘 팬미팅 전에 엔진 분들께 전하고 싶은 이야기가 있어서 글을 쓰게 되었어요. 제가 어제 브이라이브에서 했던 수험생분들의 마음을 깊이 헤아리지 못한 말에 대해 사과드리고 싶어서요. 팬미팅을 앞두고 엔진 여러분들을 오랜만에 직접 만난다는 마음에 긴장도 되고 한편으로 들떠있어서 오랫동안 고생 많이 하셨을 수험생분들의 마음을 헤아리지 못했던 것 같아요. 제가 아직 많이 철없고 부족하다는 걸 느꼈습니다. 죄송합니다. 오늘 팬미팅에 오시는 분들 계시다면 좋은 마음으로 즐기실 수 있도록 최선을 다하겠습니다. 앞으로는 더욱 조심하고 더 깊이 생각하는 정원이 되겠습니다.
HYBE,엔하이픈,제이,2023-01-10,"2023년 1월 10일, 멤버 성훈과 함께 진행한 위버스 라이브 도중 요즘 한국사 공부가 재미있다는 성훈의 말에 제이가 “나는 세계사 공부가 재미있다. 한국사는 뭔가 정보량이 그렇게 많지 않다. 그냥 좀 몇 주 공부하거나 싹 훑어보면 너무 빨리 끝나 버린다고 해야 하나. 너무 단편소설 같다. ”, “다른 나라들은 정말 끝도 없다. 별의별 나라들을 다 봤는데 다른 나라의 역사는 끝이 없다. 그런데 한국(역사)은 발해 전에 한번에 쑥 지나갔다가 삼국시대부터는 조금 있다. (삼국시대) 전에는 뭔가 훅 지나가 버린다. 왜 빨리 끝났지라는 느낌을 받았다.”와 같은 한국사를 폄하하는 발언을 해 큰 비난을 받았다. # # [ 펼치기 · 접기 ] 제이: 난 로마 진짜 가 보고 싶어. 성훈: 이탈리아? 이태리 로마? 제이: 응, 로마 진짜 가 보고 싶어. 나는 워낙... 난 역사 같은 것 되게 좋아하잖아. 세계사 같은 것 볼 때 나는 항상 좀 역사가 많이 밀집되어 있는 게... 로마 제국 역사 되게 좋아해서 많이 봤거든. 근데 그러니까 뭔가 거기 한 번 되게 가 보고 싶다는 생각이 들었는데, 아직 한 번도 못 가 봐 가지고. 네, 다음에 한 번 가 보는 걸로. 성훈: 저 솔직히 늙은 것, 늙어진 것 같아요. 옛날에 역사가 진짜 재미가 없었는데, 요즘에는 한국사가 재밌어요. 옛날에 진짜 싫어했는데. 제이: 나는 세계사. 한국사는 솔직히 나는 그냥 학교 공부로 어느 정도 배웠어 가지고. 성훈: 재밌어, 그냥. 기록을 너무 잘 해 놔 가지고. 제이: 맞아, 근데 또 그런 게 있어. 한국사는 내가 이제 역사를 워낙 좋아하다 보니까 한국사는 뭔가가 정보량이 그렇게 뭔가 많지 않다고 해야 하나? 성훈: 정보량이 많아. 제이: 아니, 그러니까 뭘 어떻게 설명해야 할지 모르겠는데. 성훈: 다 기록해 놨어, 하나하나. 제이: 다 기록은 해... 아니, 그러니까 그런 건 많지. 뭐라고 해야 되지? 그냥 좀... 한 몇 주? 공부하거나 싹 훑어보면은 뭔가가 너무 빨리 끝나 버린다고 해야 되나? 그러니까 너무 살짝 단편소설 같은 느낌이야. 성훈: 그런가? (갸우뚱) 제이: 뭔가 다른 나라들은 진짜 끝도 없거든. 내가 별의 별 나라를 다 봤는데, 계속... 그냥 끝이 없어. 성훈: 그건 여러 나라잖아. 제이: 다른 나라들은 뭔가 쭉쭉쭉쭉 하는데, 한국은 발해? 발해 이후부터 아니, 발해 전 게 좀 뭔가 한번에 쑥 지나갔다가 삼국... 성훈: 삼국시대. 제이: 삼국시대 되고 나서 조금 이렇게 있는 거지. 그 전엔 그냥 훅 지나가고 막 그러잖아. 그러니까 뭐라 해야 되지? 어, 생각보다 왜 이렇게 빨리 끝났지? 라는 느낌을 많이 받긴 했어. 공부했을 때. 성훈: 나는 그렇게까지 공부를 안 해 가지고. 당시 Weverse LIVE의 발언 중 일부 이와 같은 제이의 발언이 공분을 산 이유는 제이가 미국에서 태어났지만 초중고 교육을 모두 한국에서 받았기 때문이다. 만약 공부를 많이 하지 못해 한국사를 잘 몰랐다고 해도 잘 모르는 분야에 대해 쉽게 평가하고 폄하하는 것을 자제하는 게 옳은 일인데, 성훈이 계속해서 '한국사의 정보량은 많다.' 라는 의견을 제시했음에도 받아들이지 않고 ""한국사는 정보의 양이 적다."" 라는 주장만을 펼쳤기 때문. 현재 제이는 복수국적을 유지하고 있는 것으로 알려져 있으나, 엄연히 한국에서 역사 교육을 받았음에도 한국사에 대한 자부심보다는 평가절하하는 듯한 태도를 보인 것에 대한 거부감이 일고 있는 것이다. 그 와중 성훈은 방송인 만큼 제이의 발언을 직접적으로 부정하진 못했지만 나름 해당 발언을 무마시키려 노력했다는 평을 받고 있다. 이러한 발언이 온라인 커뮤니티를 중심으로 빠르게 퍼지며 상황이 악화되자 제이는 다음 날 1월 11일 새벽 3시 47분에 팬 커뮤니티를 통해 사과문을 게시했다. [ 펼치기 · 접기 ] 안녕하세요 엔하이픈 제이입니다. 제가 오늘 위버스 라이브를 한 후 팬분들의 반응을 보면서 정말 놀랐습니다. 이유가 어찌 됐건 엔진 여러분들의 마음을 불편하게 해 드린 점에 대해 진심으로 사과드립니다. 제가 한국사라는 중요한 주제에 대해 개인적인 인상만으로 너무 부주의하게 말을 하였습니다. 부족한 지식을 가지고 함부로 이야기할 내용이 아니었습니다. 제가 아직도 배울 게 많다는 것을 오늘 다시 한 번 크게 깨닫는 계기가 되었습니다. 우리의 자랑스러운 역사를 가볍게 보려는 의도는 전혀 없었지만 충분히 그렇게 느끼실 수 있는 말들이었다 생각하고 제 잘못입니다. 죄송합니다. 앞으로 항상 조심하고 더 공부하여 엔진 여러분들께 부끄럽지 않는 아티스트가 되겠습니다. 항상 여러분께 많은 걸 배웁니다. 감사합니다. 제이의 1차 사과문 전문 하지만 전 세계의 팬들이 다 보고 있을 라이브 방송에서 약 5000년이나 되는 한반도의 역사에 대해 너무 가벼이 생각하고 말했다는 점과 이중국적자지만 대한민국의 국적을 지닌 사람으로서 가장 예민하고 중요한 문제(한국의 역사)를 건드렸다는 점 에서 “한국사를 제대로 알면 절대 할 수 없는 발언이다.”, “공부의 깊이 여부를 떠나 해서는 안 될 말을 했다.”, “경솔한 언행이다.”, “부족한 지식 가지고 함부로 이야기할 내용이 아니었다.” 등의 비판의 목소리가 여전히 끊이지 않고 있는 상태이며, 심지어 ""한국사가 단편소설이면 미국사는 삼행시냐, 이 무식한 빡대가리 새끼야? "" 등 조롱 섞인 비판까지 등장해 여론이 최악으로 치닫고 있는 상태다. 또한 사과문에 대해서도 “팬분들의 반응을 보면서 정말 놀랐습니다. ”, “ 이유가 어찌 됐건 팬분들의 마음을 불편하게 해 죄송합니다.”, ""우리의 자랑스러운 역사를 가볍게 보려는 의도는 전혀 없었지만 ""이라는 사과문이라면 절대 들어가선 안 될 최악의 단어 선택으로 인해 사과문의 진정성에 대한 논란까지 생겨 , 대응의 방식마저 잘못되었다는 반응이 쏟아지고 있다. 팬들의 반응을 보며 정말 놀랐다는 말은 이렇게 큰 논란이 될 것이라는 점을 예상하지 못했다 는 뜻을 담고 있고, 이유가 어찌 됐건 이라는 단어 선택은 본인의 언행 자체가 잘못임을 인정하지 않는다는 뜻으로 해석될 수 있고, 의도는 전혀 없었지만 이라는 표현은 고의가 아닌 실수로 인해 일어난 일이라는 변명으로 받아들일 여지가 있기 때문이다. “이유가 어찌 됐건” 엔하이픈 제이, 이게 사과문이야 기싸움이야 (종합) “어찌 됐건 사과” 한국사도 사과 방법도 모르는 엔하이픈 제이 더 심각한 문제는 제이가 단순히 한국사를 비하한 것을 넘어 해외 팬들에게 한국사에 대한 왜곡된 인식을 심어줬다는 데 있다. 발언 이후 한국인들의 비판이 잇따르자 외국인 팬들은 한국인들이 그의 발언을 오해한 것이라며 되려 한국인들을 ‘오해를 가지고 제이를 사과하게 만들었다’라며 공격했고, 제이가 해당 발언 전에 로마에 가고 싶다는 얘기를 했다는 것과 억지로 엮어 한국사가 로마사보다 양이 적다고 한 것이라며 무조건적으로 옹호하는 모습을 보였다. 로마 뿐만 아니라 '다른 나라들은'이라고 표현했음을 고려하면 제이의 무지함은 달라지지 않는데도 말이다. 거기다 한국의 역사가 수천년 단위이고 조선 하나만 해도 제이의 본국인 미국 역사보다 2배 이상 긴 것을 생각하면 미국인이 저런 얘기를 하는건 더 어처구니 없을 수 밖에 없다. 더군다나 일본 과 중국의 혐한 네티즌까지 가세해 ‘한국은 중국의 속국이었으니 단편소설이라 할 만하다’, ‘제이가 옳은 말을 했다’며 제이의 발언이 한국사 왜곡에 유용하게 쓰이고 있는 모양새이다. 결국 이러한 팬덤의 모습이 앞서 언급한 제이의 무성의한 사과 태도와 맞물려서 제이에 대한 여론을 더욱 악화시키고 이슈를 키웠다. # ENHYPEN 의 경우 국내보다 해외에서의 인지도나 팬덤 규모, 영향력이 더 크다보니 심각한 상황이다. 엔하이픈, 한국사 폄하까지 경솔한 언행 ‘몹쓸’ 영향력 [뮤직와치] 이렇듯 1차 사과문을 게시하며 빠르게 대응했지만 사과문의 불성실한 내용 및 극성적인 외국팬들의 무조건적인 옹호 때문에 국내 여론은 개선되기는커녕 더욱더 악화되었고, 결국 동년 1월 18일 2차 사과문을 공개하기에 이르렀다. [ 펼치기 · 접기 ] 안녕하세요 엔하이픈 제이입니다. 지난 1월 10일 위버스 라이브에서 제가 우리나라 역사에 대해 잘못된 표현을 한 부분에 대해 다시 한 번 깊이 사과드리고 싶어 글을 씁니다. 제가 우리나라의 깊은 역사에 대해 충분히 알지 못한 채 부족한 어휘력으로 잘못 표현한 점을 사과드립니다. 당시 라이브에서 저는 제가 접한 한정적인 자료만을 가지고 한국 역사에 대한 저의 생각을 표현했고, 잘못된 의미가 전달될 수 있다는 것을 깨닫지 못했습니다. 함께 있던 멤버가 이를 고쳐 주려고 노력했으나 당시의 저는 그것을 깨닫지 못할 만큼 경솔한 상태였던 것 같습니다. 그리고 지난 사과의 글에 담긴 저의 단어 선택 또한 많이 부족했습니다. 신중하게 고민해서 말씀드렸어야 했는데 이에 대해서도 사과드립니다. 사과의 마음을 제대로 표현할 어휘력조차 부족한 제가 우리나라의 깊은 역사에 대해 잘못 표현한 것은 정말 경솔한 행동이었습니다. 위버스 라이브와 지난번 글 이후에 엔진분들과 많은 분들이 해주시는 말들을 읽으며 알게 된 제 잘못의 무게에 마음이 아팠습니다. 저의 실수가 얼마나 큰 문제로 커질 수 있는지 느끼며 반성했습니다. 하지만 반성만으로 해결되지 않는 일이라는 점을 느꼈고, 저의 발언에서부터 시작된 일들을 바로잡기 위해서는 제 잘못을 제대로 인정하고 다시 사과드려야 한다고 생각했습니다. 혹시나 이 사과에서 또 다시 부족한 표현을 하면 안 된다는 생각에 고민하다 오늘 늦게나마 글을 올리게 되었습니다. 어떻게 해야 제가 다시는 같은 실수를 반복하지 않을까 계속해서 고민을 하고 답을 찾고 있습니다. 지금까지 생각해 본 방법으로는 아직도 부족한 것 같습니다. 더 깊이 고민해서 저의 노력을 말보다는 행동으로 꾸준히 보여드리고 싶습니다. 앞으로 더 많은 분들의 이야기에 귀 기울이고 신중한 자세를 갖는 사람이 되도록 노력하겠습니다. 저의 부족한 표현들 때문에 팀에 너무나 큰 피해를 입힌 것 같아 엔하이픈 멤버들과 저희를 사랑해 주시는 엔진분들에게 진심으로 죄송한 마음입니다. 말뿐만 아니라 정말 더 나은 사람이 되어 엔진 여러분 앞에 설 수 있도록 노력하겠습니다."
HYBE,엔하이픈,니키,2024-02-29,"2024년 2월 29일, 니키는 팬 커뮤니티 플랫폼 위버스를 통해 엔진(엔하이픈 팬덤명)과 소통을 갖던중 한 팬의 ""한국은 내일 쉰다"", ""3·1절이라서 쉰다"" 댓글에 ""부럽다""고 답글을 작성 하였다. 이에 일본의 식민 통치에 항거한 우리 독립의사를 기리는 날을 일본인 아이돌이 단순 휴일로 치부했다는 지적이 제기되었다. 해당 발언이 불거지자 당사자인 니키는 3월 1일 사과의 글을 위버스를 통해 게시했다. [ 펼치기 · 접기 ] ""안녕하세요, 니키입니다, 중요한 국경일인 삼일절에 대해 경솔하게 표현한 점 사과드립니다, 잘못을 깨닫고 해당 글은 바로 삭제했습니다, 앞으로 더 주의하겠습니다"" 니키의 사과문 전문"
HYBE,르세라핌,김채원,2022-05-13,"2022년 5월 13일 뮤직뱅크 에서 임영웅 과 LE SSERAFIM이 1위 후보에 오르고 LE SSERAFIM이 1위를 차지했다. 하지만 음반 초동 판매량과 음원사이트 순위 등 모든 부분에서 임영웅이 우세했는데, 기준을 알 수 없는 '방송 점수'가 임영웅에게는 0점이 부여되고 LE SSERAFIM에게는 5348점이 부여되면서 공정성 의혹이 불거졌다. 기사 임영웅의 음반 IM HERO 와 LE SSERAFIM의 음반 FEARLESS 는 5월 2일 같은 날에 발매되었다. 또한 LE SSERAFIM은 뮤직뱅크 컴백 무대에 출연하기 전에 KBS 유튜브 채널 KBS Kpop 의 콘텐츠인 아이돌 인간극장 , 리무진서비스 에 출연한 것으로 인해 방송 점수가 크게 부여된 것으로 보이는데, 자사 콘텐츠에 출연했다는 이유만으로 음원 음반 실적과 인기를 무시하고 1위가 주어지는 것에 대해 뮤직뱅크에게 영웅시대 를 비롯한 대중들의 의구심과 항의가 빗발쳤다. KBS 측은 논란에 대해 임영웅의 뮤직뱅크 1위 후보곡 <다시 만날 수 있을까>가 정해진 집계 기간 동안 KBS에 방송된 적이 없고, 임영웅의 다른 곡 <이제 나만 믿어요>, <별빛 같은 나의 사랑아> 등으로 시청자 선호도가 분산되면서 나타난 결과라고 해명했으나 , 집계기간 동안 KBS 라디오 에 수차례 방송되었던 사실이 확인되었다. 게다가 디스패치 가 이를 자체적으로 수사하던 와중에 라디오 선곡표에서 임영웅의 '다시 만날 수 있을까'가 한때 삭제되었다가 이후 복구된 것을 확인했다. 이에 대한 KBS 측의 추가적인 해명으로는 방송점수 중 라디오 부분은 KBS 쿨FM 7개 프로그램을 대상으로 집계한다 는 입장 을 밝혔지만, 아직까지 논란이 계속되고 있는 상황이다. 그리고 동년 5월 28일, 영등포경찰서 가 결국 차트 조작 수사에 들어갔다. 8월 24일, KBS가 입건되었다는 소식이 기사를 통해 알려졌다."
HYBE,르세라핌,김채원,2023-02-10,"2023년 2월 10일, 경찰에서 '집계기간 외에 해당해 조작으로 볼 수 없다 ' 고 판단하여 무혐의 로 수사가 종결되었다."
HYBE,르세라핌,김채원,2023-09-05,2023년 9월 5일 방송통신심의위원회 방송소위원회에서 “경찰에서 무혐의 결론이 났고 KBS에서도 해명됐다”며 전원 일치로 ‘문제없음’ 의결했다.
HYBE,르세라핌,김채원,2022-10-19,2022년 10월 19일 김채원 과 허윤진 이 차량 이동 중 접촉 사고 를 당했다. 회사 공식입장 다행히 크게 다친 사람은 없었으나 사고로 인해 두 멤버 모두 경미한 근육통 과 타박상 을 입어 당분간 휴식이 필요하다는 진단을 받아 20일 엠 카운트다운 과 21일 뮤직뱅크 출연이 취소되었다. 10월 21일과 22일 팬사인회 는 일정 조정 후 당첨자 대상을 재공지할 예정이다. #
HYBE,르세라핌,김채원,2024-04-03,"2024년 4월 3일 주간문춘 은 카즈하 가 같은 HYBE 레이블 산하에 소속된 보이그룹의 멤버와 교제 중이라는 내용을 보도했다. 카즈하가 일본을 방문했던 3월 중순, 도쿄에 있는 고급 야키니쿠 전문점의 룸에서 두 사람이 함께 식사를 했고, 그 뒤에는 자정이 넘도록 드라이브를 하다 각자 숙소로 돌아갔다는 내용이었다. 익명의 하이브 관계자의 인터뷰도 함께 실려 있는데, 두 사람은 2021년부터 친분을 쌓아 2022년 여름부터 사귀기 시작하다가 2023년에 소속사에게 연애 사실을 들켜 헤어진 뒤 최근부터 다시 몰래 사귀기 시작했다는 주장이다. 그러나 주간문춘이 제기한 시점이 애초부터 성립하지를 않는다. 카즈하는 2021년까지 네덜란드에서 발레단 생활을 했고, 한국에 처음 온 것도 2022년 1월이기 때문에 '2021년부터 친분을 쌓았다'는 주장은 당연히 거짓이며, 주간문춘 측이 공개한 사진들 역시 두 사람이 각자 숙소를 빠져나오는 모습 정도로 두 사람이 함께 찍혀있는 사진 한 장조차 없는지라 상기한 채원의 건과 마찬가지로 신빙성이 크게 떨어지게 되었다. [ 펼치기 • 접기 ] 주간문춘이 소속사인 하이브에 문의한 결과, 두 사람이 함께 식사를 한 것은 사실이지만 사귀는 관계는 아니라며 부인하였다고 전하였으나 이는 문춘의 주장일 뿐이며, HYBE 는 ‘교제는 사실이 아니다’라는 공식 입장을 내놓았다."
HYBE,르세라핌,김채원,2024-04-13,"2024년 4월 13일, 코첼라 밸리 뮤직 앤드 아츠 페스티벌 무대에 오른 르세라핌에 대해 라이브 실력 논란이 제기됐다. # , # MBC , SBS , KBS , 연합뉴스TV , YTN 등도 해당 논란을 다뤘다. MBC SBS KBS YTN 연합뉴스TV 이후 르세라핌은 현지 시간 20일 오후 3시 12분(한국 시간 기준, 21일 오후 2시 50분), 두 번째 코첼라 무대에서 여정을 마무리했다."
HYBE,르세라핌,김채원,2024-08-29,"2024년 8월 29일, 코첼라 라이브 논란에 대해 많은 것을 깨닫게 해준 시간이었다며 부족했던 부분을 인정하며 앞으로 더 나아지는 모습을 보여드리는 게 평생의 과제라고 밝혔다."
HYBE,르세라핌,김채원,2024-09-07,2024년 9월 7일 SNL 코리아 리부트 시즌6 2화에서 패러디되었다. # 이 문단의 내용 중 전체 또는 일부는 HYBE/논란 및 사건 사고 문서의 r752 판에서 가져왔습니다.
HYBE,르세라핌,홍은채,2023-03-17,"2023년 3월 17일, 위버스 라이브 중 멤버들과 개학 및 입학을 주제로 한 대화를 나누다가 학생 시청자들을 대상으로 ""한참 학교 다니시죠 여러분? 힘들겠다. 그 기분 뭔지 알죠. 아침 7시에 일어나야 하는 그 기분. 저도 7시에 일어났어요.""라는 태도를 보여 논란이 되었다. 또 같은 해 9월 7일 라이브 중 일반인 친구들과 등교 시간을 주제로 대화를 나누었다는 얘기를 하며 ""나는 11시 반 픽업 임"", "" 개꿀 이네?""라는 발언으로 논란이 불거졌다."
HYBE,르세라핌,홍은채,2024-08-29,"2024년 8월 29일, 미니 앨범 4집 CRAZY 쇼케이스에서 해당 논란에 대해 직접 사과했다. 르세라핌 홍은채, 라이브 말실수 사과 ""깊게 생각 못해…죄송한 마음"" 다만, 여러 기사 에 고3 수험생 조롱 발언이라고 보도 된 것과는 다르게 홍은채는 논란이 된 라이브 # # 에서 고3 또는 수능생을 언급한 적이 없으며 애초에 발언 당시 나이는 고3조차 아니었다. 4. 前 멤버"
