소속사,그룹,연예인 이름,사건 날짜,사건 내용 (날짜+내용 전체)
HYBE,엔하이픈,니키,2024년 2월 29일,"2024년 2월 29일, 니키는 팬 커뮤니티 플랫폼 위버스를 통해 엔진(엔하이픈 팬덤명)과 소통을 갖던중 한 팬의 ""한국은 내일 쉰다"", ""3·1절이라서 쉰다"" 댓글에  ""부럽다""고 답글을 작성 하였다.
이에 일본의 식민 통치에 항거한 우리 독립의사를 기리는 날을 일본인 아이돌이 단순 휴일로 치부했다는 지적이 제기되었다.
해당 발언이 불거지자 당사자인 니키는 3월 1일 사과의 글을 위버스를 통해 게시했다.
[ 펼치기 · 접기 ]
""안녕하세요, 니키입니다, 중요한 국경일인 삼일절에 대해 경솔하게 표현한 점 사과드립니다, 잘못을 깨닫고 해당 글은 바로 삭제했습니다, 앞으로 더 주의하겠습니다""
니키의 사과문 전문
[1]
한 때 지상파 및 종편의 영향력을 넘어섰다는 평가를 받던
tvN
마저도 2023년 들어서 낸 드라마와 예능들이 줄줄이 망하면서 MBC)와 JTBC와 TV조선에게 재추월당하고 말았다.
[2]
대학수학능력시험
의 종료 시간은 4교시가 마치는 시간인 4시 37분이다. 그러나 5교시
제2 외국어
와 한문을 응시하는 학생은 오후 5시 5분부터 5시 45분까지 시험을 치른 이후 시험이 종료된다.
[3]
2022학년도 수능이 워낙에 불수능이었기에 비판 여론이 과열된 감도 있다.
[4]
한국사를 공부했다고 하는 사람 치고 왕조의 순서조차 제대로 인지하지 못하고 있음을 알 수 있다. 이 대목만 봐도 충분히 비판받을 만한 상황이다.
[5]
특히 2020년대 들어 중국의
동북공정
등 팽창주의적 행보로 인해 한국사에 대해 여론이 민감해진 상태이다.
[6]
일본은 한국보다 역사가 짧다.
이 문서의 내용 중 전체 또는 일부는 다른 문서에서 가져왔습니다.
[ 펼치기 · 접기 ]
ENHYPEN
문서의
r950
판 (
이전 역사
)
정원(ENHYPEN)
문서의
r725
판 (
이전 역사
)
올댓뷰티아카데미 선한민
allthatbeautye.com
메이크업, 피부, 헤어, 네일아트, 왁싱, 속눈썹 1:1 맞춤 커리큘럼
송파잉크 토너짱
www.tonerzzang.com
재생잉크
정품잉크
재생토너
정품토너
송파잉크 공장직영, 기업/관공서 후불 결제, 24시간배송, 페카매입, 사은품증정
잠실역 내과, 세온내과의원
www.seonmed.com
내과 전문의 진료 / 잠실역 4번 출구, 잠실새내역 1번 출구 갤러리아팰리스 위치
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다."
HYBE,아일릿,윤아,,nan
HYBE,아일릿,민주,,nan
HYBE,아일릿,모카,,nan
HYBE,아일릿,원희,,nan
HYBE,아일릿,이로하,,nan
HYBE,르세라핌,김채원,2022년 5월 13일,"2022년 5월 13일
뮤직뱅크
에서
임영웅
과 LE SSERAFIM이 1위 후보에 오르고 LE SSERAFIM이 1위를 차지했다. 하지만 음반 초동 판매량과 음원사이트 순위 등 모든 부분에서 임영웅이 우세했는데, 기준을 알 수 없는 '방송 점수'가 임영웅에게는 0점이 부여되고 LE SSERAFIM에게는 5348점이 부여되면서 공정성 의혹이 불거졌다.
기사
임영웅의 음반
IM HERO
와 LE SSERAFIM의 음반
FEARLESS
는 5월 2일 같은 날에 발매되었다. 또한 LE SSERAFIM은 뮤직뱅크 컴백 무대에 출연하기 전에 KBS 유튜브 채널
KBS Kpop
의 콘텐츠인
아이돌 인간극장
,
리무진서비스
에 출연한 것으로 인해 방송 점수가 크게 부여된 것으로 보이는데, 자사 콘텐츠에 출연했다는 이유만으로 음원 음반 실적과 인기를 무시하고 1위가 주어지는 것에 대해 뮤직뱅크에게
영웅시대
를 비롯한 대중들의 의구심과 항의가 빗발쳤다.
KBS 측은 논란에 대해 임영웅의 뮤직뱅크 1위 후보곡 <다시 만날 수 있을까>가 정해진 집계 기간 동안 KBS에 방송된 적이 없고, 임영웅의 다른 곡 <이제 나만 믿어요>, <별빛 같은 나의 사랑아> 등으로 시청자 선호도가 분산되면서 나타난 결과라고
해명했으나
[2]
, 집계기간 동안
KBS 라디오
에 수차례 방송되었던 사실이 확인되었다. 게다가
디스패치
가 이를 자체적으로 수사하던 와중에 라디오 선곡표에서 임영웅의 '다시 만날 수 있을까'가 한때 삭제되었다가 이후 복구된 것을 확인했다.
이에 대한 KBS 측의 추가적인 해명으로는
방송점수 중 라디오 부분은 KBS 쿨FM 7개 프로그램을 대상으로 집계한다
는
입장
을 밝혔지만, 아직까지 논란이 계속되고 있는 상황이다.
[3]
그리고 동년 5월 28일,
영등포경찰서
가 결국
차트 조작 수사에 들어갔다.
8월 24일, KBS가 입건되었다는 소식이 기사를 통해 알려졌다.
‘임영웅 방점조작 피해’ KBS, 결국 입건"
HYBE,르세라핌,김채원,2023년 2월 10일,"2023년 2월 10일, 경찰에서
'집계기간 외에 해당해 조작으로 볼 수 없다
'
[4]
고 판단하여
무혐의
로 수사가 종결되었다.
기사"
HYBE,르세라핌,김채원,2023년 9월 5일,"2023년 9월 5일
방송통신심의위원회
방송소위원회에서 “경찰에서 무혐의 결론이 났고 KBS에서도 해명됐다”며 전원 일치로 ‘문제없음’ 의결했다.
임영웅에 ‘방송점수 0점’ 준 KBS ‘뮤뱅’…방심위는 “문제없음”
2.4.
김채원, 허윤진의 교통사고 부상
[편집]"
HYBE,르세라핌,김채원,2022년 10월 19일,"2022년 10월 19일
김채원
과
허윤진
이 차량 이동 중
접촉 사고
를 당했다.
회사 공식입장
다행히 크게 다친 사람은 없었으나 사고로 인해 두 멤버 모두 경미한
근육통
과
타박상
을 입어 당분간 휴식이 필요하다는 진단을 받아 20일
엠 카운트다운
과 21일
뮤직뱅크
출연이 취소되었다. 10월 21일과 22일
팬사인회
는 일정 조정 후 당첨자 대상을 재공지할 예정이다.
#
2.5.
주간문춘의 잇따른 열애설 오보
[편집]
일본의 대표적인
황색언론
인
주간문춘
이 연이어 별 다른 증거 없이 멤버들의 열애설을 보도하였다.
2.5.1.
2023년 1월 김채원 관련
[편집]
2023년 1월 주간문춘은 김채원이 신원미상의 한 남성 래퍼와의 열애 중임을 보도했는데, 문제는 김채원의 팬인 일반인 남성이
인스타그램
'친한친구 스토리'로 김채원과 자신을
합성
해서 연애하는 듯이 올린 사진에 속아
게이트키핑
도 없이 그대로 보도한 것.
또한 주간문춘이 증거로 제시한 사진 역시 김채원과
사쿠라
가 함께 찍은 사진을 이용하여 자신과 찍은듯 합성해 만들어낸 것이었다.
#
해당 남성의 스토리를 보면
G-DRAGON
과 카톡하는 사이에 와인을 받고 뜬금없이 G-DRAGON이
ANTIFRAGILE
을 부르는 등의 합성 캡처도 있다.
#
이를 접한 해당 합성 사진을 제작한 남성은 당연히 올린 사진들은 합성이라며 재미로 올린 사진
[5]
이 기사화가 된 것에 대해 당황스러움을 감추지 못했다.
#
정리글
이에
쏘스뮤직
은 위 열애설 보도는 사실이 아니라는 공식 입장을 내놓았다.
2.5.2.
2024년 4월 카즈하 관련
[편집]"
HYBE,르세라핌,김채원,2024년 4월 3일,"2024년 4월 3일
주간문춘
은
카즈하
가 같은 HYBE 레이블 산하에 소속된 보이그룹의 멤버와 교제 중이라는 내용을 보도했다.
카즈하가 일본을 방문했던 3월 중순, 도쿄에 있는 고급
야키니쿠
전문점의 룸에서 두 사람이 함께 식사를 했고, 그 뒤에는 자정이 넘도록 드라이브를 하다 각자 숙소로 돌아갔다는 내용이었다. 익명의 하이브 관계자의 인터뷰도 함께 실려 있는데, 두 사람은 2021년부터 친분을 쌓아 2022년 여름부터 사귀기 시작하다가 2023년에 소속사에게 연애 사실을 들켜 헤어진 뒤 최근부터 다시 몰래 사귀기 시작했다는 주장이다.
그러나 주간문춘이 제기한 시점이 애초부터 성립하지를 않는다. 카즈하는 2021년까지 네덜란드에서 발레단 생활을 했고, 한국에 처음 온 것도 2022년 1월이기 때문에 '2021년부터 친분을 쌓았다'는 주장은 당연히 거짓이며, 주간문춘 측이 공개한 사진들 역시 두 사람이 각자 숙소를 빠져나오는 모습 정도로 두 사람이 함께 찍혀있는 사진 한 장조차 없는지라 상기한 채원의 건과 마찬가지로 신빙성이 크게 떨어지게 되었다.
[ 펼치기 • 접기 ]
주간문춘이 소속사인 하이브에 문의한 결과, 두 사람이 함께 식사를 한 것은 사실이지만 사귀는 관계는 아니라며 부인하였다고 전하였으나 이는 문춘의 주장일 뿐이며,
HYBE
는 ‘교제는 사실이 아니다’라는 공식 입장을 내놓았다.
2.6.
코첼라 페스티벌 무대 가창력 관련 논란
[편집]
[종합]르세라핌 결국 실력논란 터졌다···‘코첼라’ 무대 비판세례에 댓글창 폐쇄 (스포츠경향)
코첼라 홀렸다? 르세라핌, 부족한 라이브 실력 논란 (한국경제)
최단기 코첼라 입성 르세라핌, 라이브 실력 놓고 ‘시끌’(조선일보)
르세라핌, 코첼라 무대 가창력 '논란'…""갈수록 음정 불안해져"" / SBS / 굿모닝연예
현지 시간인"
HYBE,르세라핌,김채원,2024년 4월 13일,"2024년 4월 13일,
코첼라 밸리 뮤직 앤드 아츠 페스티벌
무대에 오른 르세라핌에 대해 라이브 실력 논란이 제기됐다.
#
,
#
MBC
,
SBS
,
KBS
,
연합뉴스TV
,
YTN
등도 해당 논란을 다뤘다.
MBC
SBS
KBS
YTN
연합뉴스TV
이후 르세라핌은 현지 시간 20일 오후 3시 12분(한국 시간 기준, 21일 오후 2시 50분), 두 번째 코첼라 무대에서 여정을 마무리했다.
""AR 커져 아쉽다 vs 라이브 좋아져"" 르세라핌 첫 코첼라, 갑론을박 속 마무리 [SC이슈] - 스포츠조선
‘코첼라’ 패자부활전 나선 르세라핌에 엇갈린 반응 “AR 커졌네” VS “나아졌다” [SS뮤직] - 스포츠서울
이후"
HYBE,르세라핌,김채원,2024년 8월 29일,"2024년 8월 29일, 코첼라 라이브 논란에 대해 많은 것을 깨닫게 해준 시간이었다며 부족했던 부분을 인정하며 앞으로 더 나아지는 모습을 보여드리는 게 평생의 과제라고 밝혔다.
뉴스1
해당 사건은"
HYBE,르세라핌,김채원,2024년 9월 7일,"2024년 9월 7일
SNL 코리아
리부트 시즌6 2화에서 패러디되었다.
#
이 문단의 내용 중 전체 또는 일부는
HYBE/논란 및 사건 사고
문서의
r752
판에서 가져왔습니다.
이전 역사 보러 가기
2.6.1.
사쿠라
의 무대 소감 논란
[편집]
4월 15일
사쿠라
가 팬 커뮤니티
위버스
에 일본어로 장문의 코첼라 페스티벌 무대에 대해
#
,
""완벽한 사람은 없다""
,
""최고의 무대란 사람마다 기준이 다를 수 있으며, 적어도 우리에겐 최고의 무대였고 그건 변하지 않는 사실""
등의 소감을 밝혔다.
3.
개인
[편집]
3.1.
김채원
[편집]
3.1.1.
마약 투약 의혹 루머 피해
[편집]
이선균 마약 투약 의혹
과 더불어 '아이돌 그룹 출신 유명 여가수'가 같이 마약 투약 혐의가 있다는 말이 돌았는데, 마침 김채원이
인플루엔자 A
로 인해 잠깐 르세라핌 팀 활동을 중단했던 시기와 겹치며 마약을 투약한 것이 아니냐는 의혹을 받았다. 이에 대해
쏘스뮤직
측은 이 의혹을 전면 부인했고
[6]
김채원은 오는 11월 1일 르세라핌 팀 활동으로 복귀할 예정이라 밝혔다.
기사
복귀 공지
복귀 공지가 올라온 다음날 위버스에 자신의 근황을 알리며 팬들을 안심시켰고, 인스타그램 스토리 게시물을 통해 루머에 대해서 태연한 반응을 보이기도 했다.
#
3.2.
홍은채
[편집]
3.2.1.
라이브 방송 중 부적절한 화법 사용
[편집]
조롱 오해일까…제배원 장하오→르세라핌 홍은채, 팬사랑은 당연하지 않다(텐아시아)"
HYBE,르세라핌,김채원,2023년 3월 17일,"2023년 3월 17일,
위버스 라이브
중 멤버들과 개학 및 입학을 주제로 한 대화를 나누다가 학생 시청자들을 대상으로 ""한참 학교 다니시죠 여러분? 힘들겠다. 그 기분 뭔지 알죠. 아침 7시에 일어나야 하는 그 기분. 저도 7시에 일어났어요.""라는 태도를 보여 논란이 되었다.
또 같은 해 9월 7일 라이브 중 일반인 친구들과 등교 시간을 주제로 대화를 나누었다는 얘기를 하며 ""나는 11시 반
픽업
임"", ""
개꿀
이네?""라는 발언으로 논란이 불거졌다."
HYBE,르세라핌,김채원,2024년 8월 29일,"2024년 8월 29일, 미니 앨범 4집
CRAZY
쇼케이스에서 해당 논란에 대해 직접 사과했다.
르세라핌 홍은채, 라이브 말실수 사과 ""깊게 생각 못해…죄송한 마음""
다만,
여러 기사
[7]
[8]
에 언급된 것과는 다르게 홍은채는 논란이 된 라이브
#
#
에서 고3이나 수능생을 언급한 적이 없으며 애초에 발언 당시 나이는 고3조차 아니었다.
게다가 2023년 발언당시에는 별 문제가 되지 않았지만, 2024년 봄에 갑자기 과거 발언을 끄집어내면서 논란이 커진 점 또한 의문이다.
4.
前 멤버
[편집]
4.1.
김가람
[편집]
4.1.1.
학교폭력 논란
[편집]
자세한 내용은
김가람 학교폭력 논란
문서를 참고하십시오.
[1]
당시 소속 멤버
[2]
사실 시청자 선호도는 '방송점수' 부문이 아닌 '시청자 선호도 점수' 부문에 대한 설명이며, 애초에 <다시 만날 수 있을까>와 <FEARLESS> 두 곡 모두 발매 후 첫 진입주차이기 때문에 선호도 점수는 없을 수 밖에 없다.
[3]
오히려 이 말은 중장년층이 자주 듣는
KBS 제1라디오
,
KBS 해피FM
등은 집계를 하지 않는다는 말과 사실상 같기에 공정성 시비에 기름을 붓는 격이 되었다.
[4]
'경찰 조사에 따르면 보통 방송은 오전 5시부터 익일 오전 5시를 기준으로 편성된다. 하지만 자정부터 오전 5시 사이에 방송될 경우 전날자 방송으로 집계된다. 임영웅의 노래가 방송된 '뮤직뱅크'는 이 경우로 집계기간 외에 해당해 조작으로 볼 수 없다는 것이 경찰의 판단이다.'
[5]
스토리 공개 설정 자체를 '친한 친구'로만 해둬 퍼질거라는 생각 자체를 하지 못했을 가능성이 높다.
[6]
애초에 해당 루머에서 의혹을 받는 여가수는 기혼자라고 한다. 거기에 김채원은 현재 현역 아이돌이지 아이돌
출신 여가수
도 아니다. 이후 인천경찰청에서 추가 입건 연예인이 있다는 해당 찌라시 자체가 루머라고 밝혔다.
[7]
르세라핌 홍은채, 고3 발언 직접 사과 ""실망 드려 죄송, 신중하게 책임감 갖겠다""(텐아시아)
[8]
르세라핌 컴백…홍은채 '수능생 조롱' 논란 사과(연합뉴스TV)
이 문서의 내용 중 전체 또는 일부는
주간문춘
문서의
r177
판,
4번 문단
에서 가져왔습니다.
이전 역사 보러 가기
강동구원룸텔 명가 리치하우스
m.place.naver.com/place/13093052
즉석라면기, 주3일 전문청소업체 쾌적한원룸텔, 길동역 200M, 드럼세탁기 건조기
비더스테이 방이점
map.naver.com/p/entry/place/1159096891
남여 공간분리 송파나루역2분 올리모델링 풀옵션 다양한 룸타입 쾌적한환경
카페24창업센터 송파가락점
cafe24.my.site.com/branch?bcode=spgr
1인실,2인실,4인실,가락시장역1분,저렴한택배, 자연광스튜디오,무료온라인교육
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다."
HYBE,르세라핌,허윤진,,nan
HYBE,르세라핌,사쿠라,,nan
HYBE,르세라핌,카즈하,,nan
HYBE,르세라핌,홍은채,2022년 5월 13일,"2022년 5월 13일
뮤직뱅크
에서
임영웅
과 LE SSERAFIM이 1위 후보에 오르고 LE SSERAFIM이 1위를 차지했다. 하지만 음반 초동 판매량과 음원사이트 순위 등 모든 부분에서 임영웅이 우세했는데, 기준을 알 수 없는 '방송 점수'가 임영웅에게는 0점이 부여되고 LE SSERAFIM에게는 5348점이 부여되면서 공정성 의혹이 불거졌다.
기사
임영웅의 음반
IM HERO
와 LE SSERAFIM의 음반
FEARLESS
는 5월 2일 같은 날에 발매되었다. 또한 LE SSERAFIM은 뮤직뱅크 컴백 무대에 출연하기 전에 KBS 유튜브 채널
KBS Kpop
의 콘텐츠인
아이돌 인간극장
,
리무진서비스
에 출연한 것으로 인해 방송 점수가 크게 부여된 것으로 보이는데, 자사 콘텐츠에 출연했다는 이유만으로 음원 음반 실적과 인기를 무시하고 1위가 주어지는 것에 대해 뮤직뱅크에게
영웅시대
를 비롯한 대중들의 의구심과 항의가 빗발쳤다.
KBS 측은 논란에 대해 임영웅의 뮤직뱅크 1위 후보곡 <다시 만날 수 있을까>가 정해진 집계 기간 동안 KBS에 방송된 적이 없고, 임영웅의 다른 곡 <이제 나만 믿어요>, <별빛 같은 나의 사랑아> 등으로 시청자 선호도가 분산되면서 나타난 결과라고
해명했으나
[2]
, 집계기간 동안
KBS 라디오
에 수차례 방송되었던 사실이 확인되었다. 게다가
디스패치
가 이를 자체적으로 수사하던 와중에 라디오 선곡표에서 임영웅의 '다시 만날 수 있을까'가 한때 삭제되었다가 이후 복구된 것을 확인했다.
이에 대한 KBS 측의 추가적인 해명으로는
방송점수 중 라디오 부분은 KBS 쿨FM 7개 프로그램을 대상으로 집계한다
는
입장
을 밝혔지만, 아직까지 논란이 계속되고 있는 상황이다.
[3]
그리고 동년 5월 28일,
영등포경찰서
가 결국
차트 조작 수사에 들어갔다.
8월 24일, KBS가 입건되었다는 소식이 기사를 통해 알려졌다.
‘임영웅 방점조작 피해’ KBS, 결국 입건"
HYBE,르세라핌,홍은채,2023년 2월 10일,"2023년 2월 10일, 경찰에서
'집계기간 외에 해당해 조작으로 볼 수 없다
'
[4]
고 판단하여
무혐의
로 수사가 종결되었다.
기사"
HYBE,르세라핌,홍은채,2023년 9월 5일,"2023년 9월 5일
방송통신심의위원회
방송소위원회에서 “경찰에서 무혐의 결론이 났고 KBS에서도 해명됐다”며 전원 일치로 ‘문제없음’ 의결했다.
임영웅에 ‘방송점수 0점’ 준 KBS ‘뮤뱅’…방심위는 “문제없음”
2.4.
김채원, 허윤진의 교통사고 부상
[편집]"
HYBE,르세라핌,홍은채,2022년 10월 19일,"2022년 10월 19일
김채원
과
허윤진
이 차량 이동 중
접촉 사고
를 당했다.
회사 공식입장
다행히 크게 다친 사람은 없었으나 사고로 인해 두 멤버 모두 경미한
근육통
과
타박상
을 입어 당분간 휴식이 필요하다는 진단을 받아 20일
엠 카운트다운
과 21일
뮤직뱅크
출연이 취소되었다. 10월 21일과 22일
팬사인회
는 일정 조정 후 당첨자 대상을 재공지할 예정이다.
#
2.5.
주간문춘의 잇따른 열애설 오보
[편집]
일본의 대표적인
황색언론
인
주간문춘
이 연이어 별 다른 증거 없이 멤버들의 열애설을 보도하였다.
2.5.1.
2023년 1월 김채원 관련
[편집]
2023년 1월 주간문춘은 김채원이 신원미상의 한 남성 래퍼와의 열애 중임을 보도했는데, 문제는 김채원의 팬인 일반인 남성이
인스타그램
'친한친구 스토리'로 김채원과 자신을
합성
해서 연애하는 듯이 올린 사진에 속아
게이트키핑
도 없이 그대로 보도한 것.
또한 주간문춘이 증거로 제시한 사진 역시 김채원과
사쿠라
가 함께 찍은 사진을 이용하여 자신과 찍은듯 합성해 만들어낸 것이었다.
#
해당 남성의 스토리를 보면
G-DRAGON
과 카톡하는 사이에 와인을 받고 뜬금없이 G-DRAGON이
ANTIFRAGILE
을 부르는 등의 합성 캡처도 있다.
#
이를 접한 해당 합성 사진을 제작한 남성은 당연히 올린 사진들은 합성이라며 재미로 올린 사진
[5]
이 기사화가 된 것에 대해 당황스러움을 감추지 못했다.
#
정리글
이에
쏘스뮤직
은 위 열애설 보도는 사실이 아니라는 공식 입장을 내놓았다.
2.5.2.
2024년 4월 카즈하 관련
[편집]"
HYBE,르세라핌,홍은채,2024년 4월 3일,"2024년 4월 3일
주간문춘
은
카즈하
가 같은 HYBE 레이블 산하에 소속된 보이그룹의 멤버와 교제 중이라는 내용을 보도했다.
카즈하가 일본을 방문했던 3월 중순, 도쿄에 있는 고급
야키니쿠
전문점의 룸에서 두 사람이 함께 식사를 했고, 그 뒤에는 자정이 넘도록 드라이브를 하다 각자 숙소로 돌아갔다는 내용이었다. 익명의 하이브 관계자의 인터뷰도 함께 실려 있는데, 두 사람은 2021년부터 친분을 쌓아 2022년 여름부터 사귀기 시작하다가 2023년에 소속사에게 연애 사실을 들켜 헤어진 뒤 최근부터 다시 몰래 사귀기 시작했다는 주장이다.
그러나 주간문춘이 제기한 시점이 애초부터 성립하지를 않는다. 카즈하는 2021년까지 네덜란드에서 발레단 생활을 했고, 한국에 처음 온 것도 2022년 1월이기 때문에 '2021년부터 친분을 쌓았다'는 주장은 당연히 거짓이며, 주간문춘 측이 공개한 사진들 역시 두 사람이 각자 숙소를 빠져나오는 모습 정도로 두 사람이 함께 찍혀있는 사진 한 장조차 없는지라 상기한 채원의 건과 마찬가지로 신빙성이 크게 떨어지게 되었다.
[ 펼치기 • 접기 ]
주간문춘이 소속사인 하이브에 문의한 결과, 두 사람이 함께 식사를 한 것은 사실이지만 사귀는 관계는 아니라며 부인하였다고 전하였으나 이는 문춘의 주장일 뿐이며,
HYBE
는 ‘교제는 사실이 아니다’라는 공식 입장을 내놓았다.
2.6.
코첼라 페스티벌 무대 가창력 관련 논란
[편집]
[종합]르세라핌 결국 실력논란 터졌다···‘코첼라’ 무대 비판세례에 댓글창 폐쇄 (스포츠경향)
코첼라 홀렸다? 르세라핌, 부족한 라이브 실력 논란 (한국경제)
최단기 코첼라 입성 르세라핌, 라이브 실력 놓고 ‘시끌’(조선일보)
르세라핌, 코첼라 무대 가창력 '논란'…""갈수록 음정 불안해져"" / SBS / 굿모닝연예
현지 시간인"
HYBE,르세라핌,홍은채,2024년 4월 13일,"2024년 4월 13일,
코첼라 밸리 뮤직 앤드 아츠 페스티벌
무대에 오른 르세라핌에 대해 라이브 실력 논란이 제기됐다.
#
,
#
MBC
,
SBS
,
KBS
,
연합뉴스TV
,
YTN
등도 해당 논란을 다뤘다.
MBC
SBS
KBS
YTN
연합뉴스TV
이후 르세라핌은 현지 시간 20일 오후 3시 12분(한국 시간 기준, 21일 오후 2시 50분), 두 번째 코첼라 무대에서 여정을 마무리했다.
""AR 커져 아쉽다 vs 라이브 좋아져"" 르세라핌 첫 코첼라, 갑론을박 속 마무리 [SC이슈] - 스포츠조선
‘코첼라’ 패자부활전 나선 르세라핌에 엇갈린 반응 “AR 커졌네” VS “나아졌다” [SS뮤직] - 스포츠서울
이후"
HYBE,르세라핌,홍은채,2024년 8월 29일,"2024년 8월 29일, 코첼라 라이브 논란에 대해 많은 것을 깨닫게 해준 시간이었다며 부족했던 부분을 인정하며 앞으로 더 나아지는 모습을 보여드리는 게 평생의 과제라고 밝혔다.
뉴스1
해당 사건은"
HYBE,르세라핌,홍은채,2024년 9월 7일,"2024년 9월 7일
SNL 코리아
리부트 시즌6 2화에서 패러디되었다.
#
이 문단의 내용 중 전체 또는 일부는
HYBE/논란 및 사건 사고
문서의
r752
판에서 가져왔습니다.
이전 역사 보러 가기
2.6.1.
사쿠라
의 무대 소감 논란
[편집]
4월 15일
사쿠라
가 팬 커뮤니티
위버스
에 일본어로 장문의 코첼라 페스티벌 무대에 대해
#
,
""완벽한 사람은 없다""
,
""최고의 무대란 사람마다 기준이 다를 수 있으며, 적어도 우리에겐 최고의 무대였고 그건 변하지 않는 사실""
등의 소감을 밝혔다.
3.
개인
[편집]
3.1.
김채원
[편집]
3.1.1.
마약 투약 의혹 루머 피해
[편집]
이선균 마약 투약 의혹
과 더불어 '아이돌 그룹 출신 유명 여가수'가 같이 마약 투약 혐의가 있다는 말이 돌았는데, 마침 김채원이
인플루엔자 A
로 인해 잠깐 르세라핌 팀 활동을 중단했던 시기와 겹치며 마약을 투약한 것이 아니냐는 의혹을 받았다. 이에 대해
쏘스뮤직
측은 이 의혹을 전면 부인했고
[6]
김채원은 오는 11월 1일 르세라핌 팀 활동으로 복귀할 예정이라 밝혔다.
기사
복귀 공지
복귀 공지가 올라온 다음날 위버스에 자신의 근황을 알리며 팬들을 안심시켰고, 인스타그램 스토리 게시물을 통해 루머에 대해서 태연한 반응을 보이기도 했다.
#
3.2.
홍은채
[편집]
3.2.1.
라이브 방송 중 부적절한 화법 사용
[편집]
조롱 오해일까…제배원 장하오→르세라핌 홍은채, 팬사랑은 당연하지 않다(텐아시아)"
HYBE,르세라핌,홍은채,2023년 3월 17일,"2023년 3월 17일,
위버스 라이브
중 멤버들과 개학 및 입학을 주제로 한 대화를 나누다가 학생 시청자들을 대상으로 ""한참 학교 다니시죠 여러분? 힘들겠다. 그 기분 뭔지 알죠. 아침 7시에 일어나야 하는 그 기분. 저도 7시에 일어났어요.""라는 태도를 보여 논란이 되었다.
또 같은 해 9월 7일 라이브 중 일반인 친구들과 등교 시간을 주제로 대화를 나누었다는 얘기를 하며 ""나는 11시 반
픽업
임"", ""
개꿀
이네?""라는 발언으로 논란이 불거졌다."
